FRUITS_VEGGIES,DAILY_STRESS,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,SLEEP_HOURS,DAILY_SHOUTING,SUFFICIENT_INCOME,TIME_FOR_PASSION,WEEKLY_MEDITATION,WORK_LIFE_BALANCE_SCORE,GENDER_NEW,AGE_GROUP
1,1,5,4,4,1,6,3,4,7,1,2,6,6,673.9,0,1
3,3,10,6,8,2,8,1,1,8,1,2,3,3,656.5,0,3
2,3,10,4,10,1,6,4,4,7,2,2,2,7,690.9,1,1
1,3,4,5,8,1,6,2,9,7,2,2,6,8,678.3,0,0
1,4,4,5,10,1,5,0,8,8,3,2,0,0,630.7,0,0
1,3,5,3,10,2,0,5,10,7,4,2,2,10,637.7,0,0
1,2,6,7,4,2,8,1,7,8,3,2,2,10,676.4,1,2
2,3,10,10,10,2,5,2,2,8,2,1,9,5,685.6,1,1
2,4,1,0,10,1,3,0,3,7,6,2,0,10,615.9,0,1
4,1,8,8,8,1,10,3,10,7,3,2,3,10,738.0,0,3
4,3,7,10,6,1,3,2,7,9,3,1,1,7,703.8,0,0
5,2,0,0,2,1,4,0,10,7,5,2,1,10,629.2,0,1
3,3,4,2,2,1,10,0,3,7,0,2,2,7,661.8,1,3
2,4,7,8,10,2,5,4,4,6,10,2,8,7,689.0,1,2
0,5,2,1,1,2,0,0,1,8,7,2,0,1,554.5,0,1
0,5,2,1,1,2,0,0,1,8,7,2,0,1,554.5,0,1
1,3,1,5,6,2,3,2,3,8,5,2,1,7,619.5,1,2
2,4,4,10,6,1,8,1,3,8,2,2,1,4,668.8,1,3
1,5,2,2,10,1,8,1,8,4,1,2,1,0,643.5,1,1
1,4,10,2,3,1,3,1,5,8,0,1,1,7,614.8,0,1
3,1,10,10,10,2,9,1,5,8,0,2,2,5,691.3,0,3
1,5,2,3,1,1,5,2,5,4,0,1,0,3,612.3,0,2
4,1,3,4,7,1,7,5,4,6,0,2,2,6,670.3,0,1
3,1,0,0,0,2,0,1,2,5,1,2,0,10,605.1,0,1
1,4,3,4,3,1,6,2,5,6,0,2,3,4,622.9,0,1
1,3,10,10,10,2,5,2,10,5,3,2,6,2,659.4,1,2
2,1,4,9,3,2,4,5,5,6,0,2,5,10,687.5,1,3
1,4,5,2,3,1,7,3,5,8,5,2,3,2,647.1,0,2
3,3,7,3,10,2,7,2,8,6,4,2,8,3,677.9,1,1
1,5,2,8,10,2,2,0,1,6,7,1,1,1,560.9,1,1
2,2,6,10,5,2,8,2,3,6,3,1,3,4,632.7,0,1
5,2,10,10,10,1,10,10,10,8,5,1,10,10,767.1,1,1
4,3,6,10,10,2,5,4,3,8,5,2,3,10,658.6,1,3
5,2,6,5,10,1,5,3,6,5,1,2,1,5,707.9,1,3
3,3,5,10,10,2,7,2,7,8,1,2,5,2,695.1,1,1
5,3,8,6,3,1,8,1,5,8,2,2,2,4,713.4,1,2
1,3,10,6,10,1,7,2,6,5,1,2,1,5,677.3,1,1
2,4,8,2,10,1,6,6,2,7,1,2,5,1,661.6,0,1
4,4,9,4,3,2,6,1,9,6,10,2,6,5,642.4,1,2
3,5,3,10,7,1,5,7,1,5,3,2,10,10,717.1,1,2
1,2,1,1,3,2,0,1,2,5,2,2,1,5,588.1,0,1
3,2,1,9,4,1,2,2,4,6,2,1,1,7,639.7,0,2
2,4,5,1,4,1,2,0,8,7,5,1,0,1,582.9,0,1
2,2,5,5,10,1,6,5,7,5,2,2,8,10,708.1,1,2
3,3,3,6,10,1,5,8,5,5,3,2,8,3,663.5,1,2
2,3,7,5,7,2,7,4,10,7,4,2,4,6,688.7,1,1
5,5,6,4,5,2,7,3,8,8,2,2,2,5,649.4,1,3
4,0,6,2,10,2,5,5,5,8,2,2,1,7,670.9,1,1
3,3,8,10,10,1,10,4,4,7,0,2,6,3,697.7,1,2
3,1,7,3,5,1,7,2,9,7,0,2,1,7,683.4,0,1
5,1,10,10,7,2,7,4,7,6,1,2,9,10,735.5,1,1
2,1,10,10,10,2,6,3,8,7,0,2,6,7,718.9,0,1
3,4,6,6,5,2,8,3,2,6,10,2,7,2,639.3,1,2
3,4,6,6,5,2,8,3,2,6,10,2,7,2,639.3,1,2
1,1,5,10,10,1,7,3,5,6,1,1,8,3,658.6,1,1
1,1,5,10,10,1,7,3,5,6,1,1,8,3,658.6,1,1
1,2,5,1,10,1,6,3,2,8,3,1,3,6,641.4,1,2
4,3,10,10,10,1,9,7,8,7,0,1,7,8,742.7,1,1
5,3,10,10,10,1,7,2,10,8,7,2,2,7,756.9,1,1
4,0,4,5,8,2,10,2,10,10,1,2,3,10,723.3,0,3
1,3,10,3,3,1,7,2,4,8,2,1,2,5,648.6,1,0
1,3,10,3,2,1,7,2,4,8,2,1,1,3,641.8,1,0
1,4,0,0,3,1,6,0,3,7,0,1,0,10,576.8,0,3
4,4,3,3,3,1,4,1,8,7,3,1,1,3,620.3,0,1
3,4,3,6,10,1,7,3,6,8,3,1,1,4,645.6,1,2
1,0,6,8,7,2,4,2,2,10,1,1,9,3,645.2,1,2
1,5,3,0,5,2,9,1,3,8,10,2,2,0,594.0,1,1
2,3,4,3,7,2,2,4,6,4,7,2,1,4,612.5,1,0
3,2,8,4,10,2,5,7,3,8,1,2,10,9,689.2,1,0
1,5,3,3,10,1,7,2,4,5,5,2,2,5,646.3,1,0
2,1,5,0,4,1,7,3,5,7,2,1,3,8,645.2,0,1
1,3,5,5,10,2,7,4,5,9,1,1,7,5,645.6,1,1
3,3,7,10,10,1,6,3,4,8,3,2,8,10,728.5,0,3
2,4,2,8,10,1,3,0,3,6,1,2,0,0,654.8,1,1
4,4,10,10,10,1,8,8,7,9,10,2,10,10,763.3,1,3
2,5,4,3,10,1,8,6,6,5,3,2,5,3,662.0,1,1
2,5,4,3,10,1,8,6,6,5,4,2,6,3,655.2,1,1
1,4,10,10,10,2,3,2,10,7,5,2,2,7,661.5,0,2
1,0,5,4,5,1,8,3,5,7,2,2,1,6,655.4,0,2
2,4,3,5,9,1,5,6,7,8,5,2,2,4,661.1,1,2
0,0,5,0,4,2,0,0,10,8,5,2,0,10,620.9,0,2
5,0,3,2,2,1,2,2,10,8,0,1,2,10,663.4,0,1
5,5,3,2,7,2,6,1,5,7,0,2,2,10,638.4,0,1
0,2,4,3,3,1,1,1,5,7,9,2,1,7,612.9,1,3
0,1,2,0,1,2,2,0,3,6,0,2,0,10,597.0,1,2
0,2,3,0,3,1,3,1,4,5,4,2,3,1,602.1,0,2
3,3,6,3,2,2,5,3,8,9,2,1,2,3,630.9,1,1
4,1,5,2,6,1,5,1,8,8,0,2,2,10,691.9,0,1
3,3,6,4,6,1,5,1,5,7,8,2,1,5,636.7,1,1
3,2,10,3,5,2,9,2,5,7,1,2,1,7,682.6,0,2
4,5,8,3,4,1,0,0,10,6,2,2,1,7,647.7,1,1
5,4,5,10,1,1,6,4,6,9,1,1,2,10,676.4,1,3
1,2,3,0,2,2,1,1,5,7,0,2,1,10,612.9,1,3
3,4,2,1,9,2,5,3,5,7,2,2,1,2,629.9,1,1
4,5,10,7,7,2,8,5,5,6,6,2,2,7,689.2,1,3
5,5,10,5,4,1,2,2,1,6,4,1,3,4,635.7,1,3
3,2,2,4,3,1,7,1,10,8,2,2,1,9,685.5,0,1
1,3,3,3,6,2,5,1,3,7,2,2,4,1,592.1,1,1
2,0,5,10,10,1,10,4,10,6,1,2,4,10,756.5,0,3
1,4,2,3,3,1,2,2,2,7,2,1,7,7,639.5,0,1
2,1,6,7,5,1,6,5,6,8,3,2,2,7,693.2,0,1
2,3,2,2,3,2,5,1,1,6,1,2,0,2,623.8,0,3
2,1,6,2,6,2,4,5,1,6,6,2,2,3,601.7,1,3
3,3,6,4,6,2,5,4,5,7,5,2,5,5,646.9,1,1
4,3,4,10,10,2,8,2,8,8,10,2,6,10,715.7,1,1
1,5,2,10,2,1,1,1,1,5,5,1,0,2,581.1,1,1
1,1,9,6,3,2,5,2,2,8,8,2,1,5,632.9,1,2
4,0,10,10,6,1,6,8,9,6,1,2,7,10,761.4,1,1
2,3,8,3,9,2,8,5,6,6,3,1,3,5,645.2,1,2
2,4,4,3,7,1,6,3,10,7,4,2,5,4,647.9,0,1
4,4,9,4,10,1,8,6,8,7,8,2,6,8,722.3,1,0
4,2,6,7,1,2,5,0,5,8,0,2,1,4,643.7,1,3
4,2,6,7,1,2,5,0,5,8,0,2,1,4,643.7,1,3
3,5,1,10,1,2,0,0,2,6,0,1,0,10,584.9,0,2
2,1,4,3,2,2,5,6,7,7,1,2,4,8,676.2,0,3
3,2,7,3,10,1,9,5,10,6,0,2,5,10,751.4,1,3
3,5,10,8,10,2,7,3,5,7,7,2,4,7,663.9,1,2
2,2,4,7,3,1,3,2,5,7,1,2,5,4,675.8,0,1
2,2,4,7,3,1,3,2,5,7,1,2,5,4,675.8,0,1
4,3,4,4,3,1,6,3,5,7,3,2,3,7,655.4,0,1
3,3,4,5,4,1,5,1,6,7,1,2,1,2,653.9,0,2
5,1,10,10,10,2,6,6,5,6,1,2,6,10,755.5,0,2
5,2,3,5,5,1,6,2,10,7,3,2,2,10,707.4,1,3
2,1,1,1,1,2,10,4,5,8,1,2,4,5,667.5,1,3
3,1,10,10,7,1,10,4,10,8,3,2,6,5,729.7,0,1
4,3,10,7,7,1,8,2,9,9,3,2,5,4,728.0,1,0
5,4,7,4,10,1,8,2,8,7,3,2,2,8,679.8,1,1
3,3,5,4,3,1,7,2,10,8,2,2,1,9,688.9,1,2
2,4,3,1,3,2,3,2,4,7,3,2,0,3,611.0,0,3
4,1,3,2,10,1,8,5,6,8,2,2,2,10,706.8,1,2
3,2,7,2,6,1,8,5,4,8,0,2,3,10,691.1,0,1
4,1,3,2,10,1,8,5,6,8,2,2,2,10,706.8,1,2
3,2,2,2,3,1,9,2,4,8,3,2,4,7,680.9,1,2
5,2,10,6,10,1,10,7,8,8,1,2,3,6,742.9,1,2
3,4,6,6,10,2,6,1,3,8,5,2,1,5,673.9,1,2
5,4,3,3,10,2,2,1,8,8,0,2,1,1,632.4,0,2
5,3,7,10,2,1,5,1,5,8,7,1,0,10,652.2,1,1
1,4,8,3,8,1,6,0,3,5,0,2,1,1,639.3,1,1
4,3,4,6,5,1,8,5,1,8,1,2,6,10,709.2,1,3
3,3,3,10,10,1,6,3,6,7,1,2,5,4,669.2,0,2
3,5,3,8,5,1,6,4,10,4,10,1,6,10,659.2,1,1
1,3,4,4,5,1,3,0,5,7,1,1,1,8,616.3,0,1
1,3,4,4,5,1,3,0,5,7,1,1,1,8,601.0,0,1
0,5,0,0,0,2,0,0,1,1,10,1,0,0,480.0,1,1
2,2,8,6,10,2,6,8,1,6,5,2,2,5,656.1,1,2
2,2,3,6,5,2,5,4,5,9,1,1,2,5,625.2,1,2
3,5,10,10,5,1,5,3,3,6,0,2,1,10,709.2,1,2
5,3,10,6,5,2,10,5,10,8,1,2,5,10,739.9,1,3
3,3,10,3,3,1,3,2,1,8,3,2,3,5,668.4,1,2
4,1,10,4,10,1,7,5,8,7,3,2,3,10,725.7,1,1
5,0,4,4,3,1,7,2,6,8,2,2,4,7,684.7,0,2
2,3,4,3,10,1,6,4,4,6,6,2,3,6,660.1,0,1
2,2,8,6,10,2,6,8,1,6,5,2,2,5,656.1,1,2
2,2,5,10,4,1,5,1,5,6,1,1,5,2,648.4,0,1
1,5,8,4,10,1,3,1,8,8,4,2,1,6,652.8,1,1
5,1,10,10,10,1,9,6,6,7,0,2,8,6,755.9,0,3
3,1,2,7,5,1,9,6,7,6,3,2,2,8,694.7,1,3
2,3,4,5,7,1,3,6,7,6,6,2,8,6,679.4,0,1
2,2,8,6,10,2,6,8,1,6,5,2,2,5,656.1,1,2
2,4,6,4,2,2,5,1,2,7,2,2,1,7,617.4,0,2
5,3,10,7,10,1,4,4,10,8,10,2,3,10,733.1,0,1
2,5,3,1,10,2,8,0,5,6,2,1,0,2,583.8,1,1
4,5,1,6,5,2,6,5,10,6,10,2,3,10,674.9,0,3
3,1,6,8,3,2,3,1,9,6,1,2,1,8,661.1,0,3
3,3,3,0,2,2,7,3,2,5,1,2,4,6,611.9,0,1
3,3,5,2,3,2,5,0,6,6,1,2,2,7,628.2,1,1
2,2,8,6,10,2,6,8,1,6,5,2,2,5,656.1,1,2
2,0,2,0,0,2,0,0,3,8,0,2,0,7,602.5,1,3
1,3,6,5,1,1,6,2,4,8,2,2,3,10,696.2,0,1
0,4,0,2,4,2,10,2,9,8,6,1,0,4,607.1,0,2
0,1,10,3,10,2,7,9,4,7,0,2,3,6,685.8,1,1
3,3,4,10,7,2,3,0,6,6,5,2,1,7,653.7,1,3
5,3,8,3,8,1,9,2,8,7,1,2,3,10,724.0,1,3
2,4,5,0,5,1,5,4,10,8,1,2,8,3,653.2,0,2
1,2,7,10,5,1,10,8,2,7,1,2,0,0,676.9,1,3
3,2,10,4,10,1,3,4,10,7,1,2,3,5,705.7,1,1
3,3,5,8,10,1,5,7,7,8,1,2,5,10,703.6,1,0
1,3,2,3,4,2,3,1,4,8,3,1,2,10,604.4,1,1
1,3,10,10,4,2,8,1,1,9,0,2,8,10,683.9,1,1
2,1,5,3,1,1,1,1,8,7,1,1,1,3,625.4,1,3
4,3,0,2,10,2,5,3,10,6,5,2,2,7,632.4,0,1
4,3,0,2,10,2,5,3,10,6,5,2,2,7,632.4,0,1
4,3,0,2,10,2,5,3,10,6,5,2,2,7,632.4,0,1
2,3,5,5,2,1,4,1,5,6,2,1,3,8,621.2,0,2
2,2,7,0,8,1,8,2,7,8,1,2,2,7,671.3,0,1
4,2,3,10,6,1,9,7,8,8,9,2,8,10,742.9,0,1
4,1,10,5,10,1,7,9,5,9,2,2,3,10,727.2,0,0
1,4,6,6,3,2,3,3,3,9,1,2,1,4,635.0,0,2
1,4,5,7,10,1,7,4,10,7,8,2,6,8,681.9,0,1
1,0,0,10,4,2,1,0,8,9,5,1,8,8,641.1,1,3
5,3,2,0,4,1,2,1,5,9,1,2,2,10,660.9,1,1
2,5,8,10,10,2,6,1,7,7,9,2,3,1,643.9,1,2
5,2,6,5,5,1,6,4,3,7,4,2,4,8,673.7,1,1
4,3,6,5,5,1,3,2,8,9,3,1,5,10,685.3,1,2
5,3,4,6,4,1,8,2,10,6,1,1,2,7,693.6,0,2
5,3,3,6,6,1,3,1,3,7,1,2,1,7,634.6,0,0
2,4,3,3,8,2,4,0,4,10,7,2,2,10,616.7,0,1
2,2,8,6,10,2,6,8,1,6,5,2,2,5,656.1,1,2
3,4,5,3,10,1,7,6,7,6,2,1,6,10,704.9,1,0
3,2,10,10,6,1,6,2,2,7,0,1,3,7,680.3,1,0
3,4,6,8,4,1,8,3,5,8,0,2,10,2,701.5,0,1
4,3,2,4,4,1,6,2,7,9,7,2,3,8,669.8,1,1
4,3,2,4,4,1,6,2,7,9,7,2,3,8,669.8,1,1
3,3,2,2,10,1,7,0,10,8,4,2,10,10,685.5,1,0
1,1,4,5,6,1,6,4,6,7,1,2,4,10,693.0,0,1
1,2,9,2,9,1,6,6,3,7,1,1,3,7,670.3,1,0
3,0,6,4,4,2,0,0,1,6,0,2,0,8,640.8,1,3
5,3,3,1,4,1,7,1,3,7,5,2,1,7,629.5,1,1
5,3,5,6,4,1,3,5,9,8,4,2,3,4,666.6,1,0
4,3,4,7,9,2,2,1,5,7,8,2,1,9,624.8,0,1
3,4,2,2,2,1,5,3,1,7,8,2,1,7,603.6,0,2
2,5,5,8,10,2,5,4,10,6,4,1,5,4,659.6,1,1
4,3,4,7,9,2,2,1,5,7,8,2,1,9,624.8,0,1
5,2,4,3,2,1,7,1,2,7,0,2,2,10,685.4,1,2
3,5,10,10,4,2,4,1,3,7,2,1,4,5,636.3,1,1
3,3,5,8,10,1,5,7,7,8,1,2,5,10,703.6,1,0
3,5,6,5,10,2,6,2,7,7,4,2,2,5,655.8,1,1
4,3,10,10,7,1,5,3,6,5,8,2,3,8,701.1,0,1
2,1,4,3,7,1,7,3,10,8,0,2,1,5,702.5,0,3
2,3,10,10,10,2,7,9,6,6,1,1,10,8,723.4,0,2
5,3,8,8,10,1,6,1,5,7,3,2,2,7,696.2,1,2
1,4,2,2,10,2,4,4,3,6,5,1,1,5,617.4,1,0
5,1,3,2,8,2,7,1,8,6,1,1,2,8,635.4,0,0
5,3,3,8,10,1,8,8,10,6,2,2,2,10,737.8,1,1
1,4,10,3,7,2,4,1,10,7,1,2,1,10,678.5,1,3
4,2,3,4,7,1,8,8,9,7,4,1,7,6,691.9,1,0
2,1,4,3,7,1,7,3,10,8,0,2,1,5,702.5,0,3
5,2,4,10,6,2,4,2,6,8,0,2,2,10,684.7,1,3
5,1,10,10,10,1,9,3,8,8,0,2,5,4,732.7,1,3
1,0,4,3,2,1,5,1,4,7,0,2,0,6,658.6,0,1
0,5,3,5,5,2,7,2,6,5,10,1,0,5,587.2,1,1
3,3,5,2,4,1,0,0,3,8,0,2,1,5,628.0,1,2
2,2,3,8,10,2,8,2,3,8,1,2,1,3,673.9,0,1
1,5,3,3,3,2,4,0,1,5,5,2,0,10,606.6,1,1
2,3,6,10,10,1,8,3,9,7,3,2,1,5,702.1,0,2
1,3,10,10,10,1,4,2,10,6,3,2,3,2,722.5,1,2
1,4,3,4,10,1,4,8,3,6,2,2,2,8,642.9,1,0
2,3,3,10,6,1,8,3,8,8,8,2,1,6,661.3,0,0
1,2,7,2,4,1,3,4,3,6,7,2,4,6,632.7,0,1
2,3,3,2,5,2,3,3,3,7,8,2,3,4,624.4,1,2
3,3,10,10,7,1,9,1,5,8,0,2,8,5,725.3,1,3
5,3,9,4,6,1,5,7,10,7,0,2,8,10,698.9,1,3
2,1,3,5,9,1,8,3,3,8,1,2,8,7,707.9,0,0
2,4,3,3,10,2,3,3,6,7,5,2,2,6,618.2,0,2
2,5,10,4,10,1,8,6,1,7,5,2,3,3,664.8,1,1
5,5,5,4,10,1,6,0,5,7,10,2,2,10,679.2,1,2
4,2,7,10,7,2,4,3,6,7,2,2,6,7,696.4,1,1
2,3,5,5,4,1,3,1,2,7,2,2,3,2,659.9,0,1
3,3,3,10,10,2,8,3,4,6,0,2,6,5,692.4,1,2
3,4,5,3,3,1,7,1,3,7,1,2,2,5,639.7,1,1
5,3,3,8,4,1,6,1,10,7,0,2,1,6,687.0,1,3
2,3,8,10,10,1,8,10,6,7,1,2,4,3,732.1,0,1
2,4,7,4,10,1,4,7,9,7,10,1,2,10,652.8,0,1
3,1,6,4,7,1,6,0,5,7,2,2,3,3,658.8,1,2
3,3,10,7,10,2,9,4,8,7,4,2,5,7,718.9,0,0
1,5,0,0,1,1,3,0,10,6,10,2,1,1,615.4,0,0
2,3,9,10,10,1,6,4,8,6,5,2,2,5,720.4,1,0
4,4,6,3,2,2,7,4,2,7,6,2,1,2,624.2,1,3
5,3,9,9,10,1,8,2,7,7,5,2,7,9,745.9,1,3
5,5,4,1,6,1,2,0,10,9,0,1,1,10,646.6,0,1
2,3,2,4,5,2,7,1,5,8,3,2,0,8,647.1,0,1
0,3,6,4,5,1,5,8,5,9,9,2,10,10,694.9,1,2
2,3,5,3,5,1,7,3,3,6,8,2,1,0,624.2,0,1
3,5,10,10,2,2,6,1,4,8,0,2,4,10,696.2,1,3
1,3,3,7,4,1,3,2,1,8,2,2,1,1,598.7,0,2
5,3,7,6,8,1,8,4,5,7,3,2,3,7,713.2,1,2
5,4,4,10,10,2,9,4,4,7,3,2,2,7,665.4,1,3
3,3,1,4,4,1,2,2,4,8,8,2,1,10,660.5,0,1
3,3,1,4,4,1,2,2,4,8,8,2,1,10,660.5,0,1
2,3,2,3,2,1,8,2,10,7,8,2,0,8,663.2,1,1
4,3,6,10,10,1,4,3,6,7,1,2,7,5,699.8,1,1
3,4,5,7,6,1,2,3,2,7,2,2,3,4,670.1,1,3
5,1,10,2,0,1,5,0,2,9,0,1,0,10,651.8,0,2
3,3,10,8,5,2,9,9,10,7,0,2,8,10,756.7,1,3
2,3,7,3,9,2,2,1,2,6,7,1,2,7,618.9,0,1
0,1,2,0,10,1,3,3,5,10,1,1,0,7,618.6,1,0
5,3,4,3,4,1,5,3,5,8,0,2,2,5,667.5,0,2
2,4,10,10,8,1,8,1,3,8,2,1,4,10,670.5,1,2
0,2,3,4,10,1,5,6,10,6,7,2,2,10,651.1,0,3
5,3,8,8,10,1,8,5,7,8,2,2,2,10,725.7,1,2
3,0,7,10,10,1,7,8,6,7,3,2,8,5,742.3,0,1
2,3,5,5,10,2,6,2,10,8,5,2,1,4,658.3,1,3
3,3,1,4,4,1,2,2,4,8,8,2,1,10,660.5,0,1
3,3,8,4,6,1,5,1,10,7,3,2,2,10,700.6,0,2
2,2,2,0,3,1,0,0,6,8,4,1,0,3,616.7,1,2
1,1,10,1,10,1,0,1,4,7,2,2,1,3,629.7,0,1
3,3,7,10,5,1,9,2,10,7,1,2,2,9,705.7,1,0
1,3,4,6,4,2,4,1,1,5,5,2,0,3,599.8,0,1
3,3,1,4,4,1,2,2,4,8,8,2,1,10,660.5,0,1
5,2,4,1,8,1,9,2,2,9,10,2,2,10,682.4,0,0
2,1,8,7,5,1,5,3,5,7,0,2,2,5,694.5,0,2
5,0,8,3,10,1,10,4,9,8,0,2,1,10,770.3,1,1
3,2,3,10,10,2,3,2,7,6,1,1,3,9,648.8,1,1
3,2,3,10,10,2,3,2,7,6,1,1,3,9,648.8,1,1
5,2,7,0,4,1,6,2,7,10,2,1,0,10,661.5,0,1
2,0,6,4,5,1,3,1,1,8,1,2,3,8,678.6,1,2
1,5,2,10,3,2,3,1,3,7,5,1,0,8,588.7,1,0
3,3,1,4,4,1,2,2,4,8,8,2,1,10,660.5,0,1
5,1,10,6,5,1,10,4,10,7,0,2,1,7,710.8,1,3
2,3,2,1,3,1,1,3,2,6,4,2,2,5,620.6,0,1
2,3,2,1,3,1,1,3,2,6,4,2,2,5,620.6,0,1
3,1,6,4,6,2,6,3,6,8,2,2,3,5,681.3,1,2
3,1,6,4,6,2,6,3,6,8,2,2,3,5,681.3,1,2
3,4,2,0,2,1,1,0,4,8,1,1,1,7,601.0,0,2
5,3,7,5,10,1,5,4,9,7,4,2,4,6,698.7,1,2
1,1,4,1,5,1,0,1,6,5,1,1,1,10,607.6,0,1
3,3,1,4,4,1,2,2,4,8,8,2,1,10,660.5,0,1
1,2,2,1,2,1,5,3,10,6,10,2,0,10,627.3,0,3
1,3,2,6,7,1,2,4,7,8,2,2,2,5,650.9,0,2
2,3,4,6,8,2,3,3,3,8,4,2,4,3,643.3,1,1
4,1,10,10,4,1,2,3,4,9,4,2,2,10,693.0,0,1
4,1,5,7,10,1,7,5,7,8,5,2,3,6,710.4,1,0
3,3,1,4,4,1,2,2,4,8,8,2,1,10,660.5,0,1
5,0,2,10,10,2,9,7,10,5,0,2,10,7,741.0,0,2
5,2,2,10,10,1,7,4,5,7,5,2,6,10,696.2,1,1
4,0,5,0,8,1,9,1,8,7,0,2,2,10,713.8,0,1
5,1,10,10,10,1,9,0,7,9,1,2,10,10,785.4,1,2
3,1,7,5,5,1,8,5,7,8,1,2,8,10,742.7,1,1
0,4,0,0,2,1,0,0,1,4,8,1,2,10,572.4,0,1
4,3,6,4,3,1,4,2,4,7,1,2,1,10,670.5,1,3
3,3,1,4,4,1,2,2,4,8,8,2,1,10,660.5,0,1
3,5,2,4,10,1,4,1,2,7,0,2,0,1,637.8,0,2
3,1,8,3,6,2,7,1,4,7,1,2,1,9,690.9,0,2
3,3,1,4,4,1,2,2,4,8,8,2,1,10,660.5,0,1
1,0,10,10,2,1,4,4,10,6,0,2,1,10,700.4,1,2
3,4,1,0,10,2,8,0,10,5,8,1,1,7,593.1,1,2
2,1,6,3,4,2,8,2,5,8,0,2,0,5,647.1,1,1
2,2,10,10,10,2,7,3,6,7,0,2,9,7,691.3,1,1
1,5,1,5,10,2,8,3,3,6,6,1,0,1,564.7,1,2
1,2,10,10,10,2,6,3,6,7,0,2,7,7,681.1,0,1
3,3,6,3,4,1,5,3,5,6,5,2,3,5,663.7,0,2
3,3,1,4,4,1,2,2,4,8,8,2,1,10,660.5,0,1
1,4,4,3,10,1,4,4,5,5,5,2,1,5,631.2,1,2
2,1,4,3,1,2,8,1,5,8,1,2,2,10,650.5,1,3
1,4,10,4,4,1,1,2,5,5,3,2,10,10,655.0,1,0
2,3,2,2,5,2,3,1,4,7,4,1,4,3,607.6,1,1
4,5,4,10,5,2,3,2,9,9,10,2,5,2,637.9,1,2
5,1,6,10,8,1,10,9,1,7,0,2,10,8,775.3,1,3
2,3,2,1,3,1,1,3,2,6,4,2,2,5,620.6,0,1
2,2,2,5,10,1,7,3,8,6,1,1,1,3,649.0,1,0
3,3,1,4,4,1,2,2,4,8,8,2,1,10,660.5,0,1
2,3,3,2,4,1,8,5,6,8,1,2,2,5,671.1,1,3
1,1,6,10,4,1,6,2,2,6,1,2,1,3,666.5,0,0
3,2,3,2,10,1,8,3,10,8,4,1,5,10,678.7,1,1
5,1,4,7,10,1,8,1,2,9,1,2,1,10,707.9,1,1
5,5,2,6,10,2,3,0,2,8,10,2,2,10,621.0,1,1
4,2,4,4,4,2,4,2,2,7,4,2,1,5,624.2,1,2
2,2,3,2,10,1,8,3,10,7,2,2,1,5,675.1,0,2
3,3,1,4,4,1,2,2,4,8,8,2,1,10,660.5,0,1
3,3,1,4,4,1,2,2,4,8,8,2,1,10,660.5,0,1
2,2,5,3,3,2,8,2,3,7,1,2,0,5,644.8,1,3
3,3,1,4,4,1,2,2,4,8,8,2,1,10,660.5,0,1
5,2,10,10,6,1,5,6,10,7,4,2,6,6,756.7,1,2
5,2,10,10,10,1,5,6,10,7,4,2,6,6,765.2,1,2
2,2,6,10,4,2,5,3,6,9,3,1,1,8,645.8,1,2
3,3,1,4,4,1,2,2,4,8,8,2,1,10,660.5,0,1
3,2,6,10,10,1,8,5,7,7,1,2,8,7,720.4,0,3
1,4,7,5,3,1,6,3,6,5,6,1,7,9,638.2,0,1
4,1,10,10,10,1,6,3,3,6,1,1,3,7,687.1,0,1
2,3,7,6,7,2,7,6,3,6,4,2,2,6,658.2,0,2
3,3,1,4,4,1,2,2,4,8,8,2,1,10,660.5,0,1
2,3,3,8,10,2,8,7,7,6,5,2,5,6,715.1,1,2
1,5,3,3,4,1,3,3,7,7,5,1,0,4,604.8,1,2
1,1,1,10,7,1,0,0,5,4,1,1,1,10,620.8,0,0
1,3,5,5,3,1,6,1,10,8,0,1,1,7,661.7,1,3
2,3,10,4,10,2,5,1,3,7,1,2,2,4,661.8,1,3
3,5,1,10,3,1,4,0,10,6,10,2,0,10,644.3,0,2
2,1,0,2,1,1,3,0,3,6,2,1,3,6,602.1,0,1
4,2,6,10,8,1,5,6,7,7,2,2,6,4,717.0,1,3
4,5,10,10,10,2,7,5,5,4,5,2,10,10,705.8,0,1
2,1,3,2,4,2,2,4,4,7,3,2,4,6,641.6,0,2
1,4,2,0,1,2,4,1,4,6,5,2,0,8,592.1,0,1
3,5,1,10,3,1,4,0,10,6,10,2,0,10,644.3,0,2
3,2,6,3,10,2,8,2,3,5,0,2,2,10,673.3,1,3
1,1,9,3,3,1,6,1,3,10,0,1,0,10,648.8,0,1
1,1,9,3,3,1,5,1,2,10,0,1,1,10,638.4,0,1
3,3,1,4,4,1,2,2,4,8,8,2,1,10,660.5,0,1
2,4,5,10,10,1,8,2,10,7,3,2,2,5,710.8,1,2
5,2,9,6,6,1,8,2,3,8,2,2,2,7,714.7,1,1
5,2,9,6,6,1,8,2,3,8,2,2,2,7,714.7,1,1
2,3,3,3,5,1,8,2,7,5,1,1,2,4,626.5,1,3
3,3,3,10,10,2,3,3,2,6,1,2,2,10,663.1,1,3
2,0,8,4,2,2,10,3,10,8,0,2,2,10,705.9,0,3
