FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,WORK_LIFE_BALANCE_SCORE,GENDER_Male
5,3,5,10,10,10,3,5,1,6,5,10,2,7,0,0,1,4,2,10,2,714.2,False
2,3,5,3,3,4,7,0,1,4,2,5,5,6,10,3,2,7,2,8,0,641.6,True
2,1,4,7,2,6,3,3,2,3,2,2,1,5,0,0,2,3,2,6,1,637.4,False
5,2,7,6,5,2,3,1,2,5,2,5,1,8,10,5,2,6,2,5,2,631.8,False
5,2,10,6,3,2,5,3,1,1,7,1,10,8,0,0,2,10,3,10,1,712.6,True
2,2,10,4,5,5,5,5,1,3,1,1,3,7,0,1,2,3,2,6,1,671.6,False
2,5,2,6,1,2,1,0,2,5,0,6,10,6,10,3,1,8,0,1,2,578.9,True
4,5,3,8,9,10,2,4,1,6,2,6,3,6,8,4,2,4,1,2,3,658.8,False
5,2,10,6,3,2,5,3,1,1,7,1,10,8,0,0,2,10,3,10,1,712.6,True
3,3,3,6,3,0,1,2,1,0,0,2,2,10,0,3,1,5,3,10,1,624.8,True
3,3,10,5,3,5,10,3,1,9,5,9,10,9,2,1,2,10,8,10,2,745.0,False
2,3,10,6,6,5,6,1,1,9,4,5,5,8,1,2,2,7,1,3,2,686.2,True
2,5,7,10,5,5,10,3,1,7,3,2,7,8,0,10,2,10,5,4,2,687.3,False
1,1,9,6,2,10,6,3,2,7,4,6,3,8,0,1,2,10,2,10,0,696.6,True
4,4,5,10,10,3,4,3,1,5,3,10,10,7,0,7,2,6,5,2,1,698.9,False
3,1,10,3,2,3,3,5,1,3,1,7,0,8,0,1,2,3,1,10,2,678.1,True
2,4,2,5,1,8,6,4,1,4,3,2,5,6,3,5,1,5,1,10,0,637.6,True
1,5,4,10,10,4,6,5,2,3,3,2,8,6,0,5,1,8,1,10,0,651.2,True
5,1,10,4,8,10,4,4,1,7,4,10,5,8,0,3,2,2,3,10,1,731.4,False
1,2,1,3,2,5,1,3,1,2,3,4,8,7,3,1,2,5,1,8,1,648.4,False
3,2,10,8,10,7,10,5,2,1,5,5,0,7,0,2,2,7,10,7,3,711.5,True
4,3,3,5,10,6,1,1,1,7,3,1,5,7,1,5,2,5,1,5,2,659.7,False
3,2,6,9,4,4,6,4,1,8,1,7,10,8,0,2,2,8,2,6,3,712.1,False
2,2,4,8,7,10,5,4,1,5,6,3,4,5,1,2,1,5,4,6,1,676.7,True
1,0,10,3,1,1,0,0,1,10,2,2,0,8,10,0,1,0,2,1,1,600.6,True
4,1,10,5,6,6,3,5,1,7,3,8,4,9,0,0,2,6,3,10,2,727.8,False
3,1,6,1,10,10,6,3,2,6,6,7,0,5,10,3,1,7,2,8,1,650.3,True
5,3,10,10,6,10,5,5,1,6,2,8,3,7,0,2,2,8,2,7,1,727.4,True
4,4,5,10,10,3,4,3,1,5,3,10,10,7,0,7,2,6,5,2,1,698.9,False
5,1,7,6,8,2,7,5,2,5,4,7,5,8,0,0,2,7,2,4,3,700.2,False
3,3,5,5,5,5,5,3,2,5,5,5,5,5,5,5,2,5,5,5,1,649.9,True
3,3,5,4,5,5,5,2,2,4,5,5,4,5,5,3,2,3,5,5,2,641.4,True
3,1,5,4,3,5,5,2,2,5,4,5,4,5,5,4,1,4,4,3,1,622.7,True
3,3,10,2,10,10,7,3,1,6,10,2,5,5,0,0,2,10,1,10,1,722.4,True
3,2,5,5,5,3,3,2,2,4,5,5,5,7,4,4,1,4,7,5,1,633.3,True
4,4,10,9,10,5,10,5,1,9,3,6,5,7,0,2,2,10,1,5,3,730.4,False
2,2,3,4,3,10,3,0,1,8,4,1,5,6,0,1,2,5,1,2,2,654.4,True
1,2,3,6,6,2,3,1,1,2,5,6,7,6,1,2,1,5,8,10,0,658.8,True
2,5,9,5,4,10,8,3,1,8,4,5,6,6,10,2,2,8,6,5,2,685.8,False
1,2,1,7,5,4,3,2,1,3,2,6,2,5,0,0,2,2,4,6,0,651.8,True
1,2,10,2,3,5,3,5,2,6,1,5,2,5,0,3,2,4,3,3,2,643.1,True
4,4,5,10,10,3,4,3,1,5,3,10,10,7,0,7,2,6,5,2,1,698.9,False
0,4,10,3,0,7,5,0,2,3,1,1,2,8,0,1,2,5,2,5,1,619.1,False
0,5,9,5,6,10,10,0,1,4,8,4,7,4,0,5,1,10,3,7,0,668.2,True
5,1,7,2,0,3,0,5,1,3,8,10,2,8,0,1,2,0,4,10,2,690.6,True
5,2,4,10,4,10,8,5,1,5,6,7,8,8,5,3,1,10,6,10,0,724.0,True
2,4,2,2,3,6,2,1,1,2,1,4,1,7,3,7,1,0,2,2,1,583.8,False
5,3,4,2,7,10,5,5,1,4,9,6,10,6,0,7,2,4,6,7,2,711.5,True
2,1,10,3,10,2,0,5,2,10,0,9,2,8,10,0,2,5,2,10,2,671.7,False
5,2,10,4,6,10,8,5,2,4,4,8,10,10,0,0,2,8,1,10,2,733.1,False
1,4,10,4,0,6,1,1,1,3,1,3,0,7,0,1,2,5,1,10,1,641.4,True
5,3,7,8,6,8,8,3,2,4,6,9,2,7,0,2,2,5,4,8,3,700.4,False
2,5,3,4,10,2,2,5,2,6,2,1,1,7,0,2,2,10,3,4,2,642.7,False
5,2,10,5,10,10,6,5,2,8,6,7,5,8,3,4,2,10,3,5,2,720.6,True
3,1,2,4,5,10,6,1,1,2,1,9,4,7,0,2,2,10,5,10,1,698.7,False
2,3,10,10,10,10,10,5,2,5,6,10,5,6,0,10,2,10,7,10,2,729.3,False
5,4,5,4,5,10,1,5,2,4,2,2,1,9,0,0,2,2,0,9,3,658.6,False
2,3,5,6,3,6,3,4,2,7,2,2,3,6,0,5,2,6,0,3,2,635.9,True
3,0,3,0,0,10,3,2,1,1,4,8,0,8,0,3,2,5,0,10,3,664.7,True
4,3,3,8,9,10,4,3,1,7,8,9,3,6,5,6,2,3,7,6,2,700.2,False
4,3,10,5,10,8,4,5,2,4,1,4,1,8,3,3,1,10,4,10,2,674.1,False
4,5,6,4,4,10,1,4,2,7,6,7,6,6,0,2,2,3,8,10,3,686.2,False
5,5,3,3,6,4,6,1,1,3,2,3,3,7,3,7,2,7,1,7,1,643.1,False
5,4,4,1,10,10,3,5,1,8,1,1,0,7,10,3,1,3,3,10,1,647.8,False
3,4,0,9,4,10,4,1,1,3,2,10,6,5,1,1,1,3,2,1,1,644.1,True
3,5,2,6,1,4,1,1,2,5,0,4,2,9,2,4,2,7,1,3,1,609.7,True
3,1,7,8,10,5,8,4,1,5,5,1,5,9,0,3,2,10,7,5,1,723.0,True
1,1,0,2,3,5,5,3,1,7,1,6,10,9,10,1,2,5,4,4,1,659.4,True
2,2,2,4,10,10,0,4,1,0,2,10,2,7,3,3,2,3,2,7,1,668.3,False
1,3,2,2,2,8,3,2,2,4,0,3,3,8,8,4,2,4,0,5,1,600.8,False
2,4,2,0,0,3,3,0,1,5,1,5,0,7,5,0,1,3,5,5,1,597.6,False
1,3,1,6,5,7,5,5,2,8,3,1,5,8,0,5,2,10,10,10,1,682.0,True
3,3,10,5,10,10,3,1,2,8,9,10,5,8,3,4,1,10,4,8,1,692.3,False
2,3,4,4,8,10,5,1,2,3,3,3,2,6,2,3,2,6,4,3,2,641.2,False
2,1,6,2,3,2,4,3,1,5,1,8,8,8,0,2,2,3,3,8,3,678.3,True
4,1,5,4,2,2,2,5,2,8,2,5,7,8,0,2,2,10,1,10,3,682.8,False
2,0,7,6,10,10,4,3,1,5,1,5,0,8,0,1,1,1,1,10,0,677.7,True
2,3,6,10,10,10,5,1,2,8,4,7,7,6,2,3,2,6,4,3,3,684.5,False
5,4,10,2,3,6,1,0,1,7,5,7,6,7,0,1,2,10,8,5,1,696.6,False
3,3,7,10,5,10,6,2,2,8,1,7,5,8,0,2,2,3,2,4,3,679.8,False
4,1,5,3,6,4,6,4,2,3,7,5,2,8,3,4,1,5,8,6,1,657.3,True
4,4,8,3,2,9,1,2,1,7,2,5,1,7,2,1,2,2,2,7,1,660.5,True
2,5,10,6,4,10,1,1,1,5,0,5,10,7,3,3,2,3,0,1,2,652.0,False
4,3,1,7,6,5,7,1,1,6,4,8,3,8,6,5,2,5,2,7,2,669.8,False
2,5,4,10,10,10,3,2,2,1,6,2,2,6,0,3,2,4,1,4,1,644.4,False
2,4,10,3,2,3,0,5,2,3,0,4,5,6,6,3,2,7,0,7,3,626.1,False
5,5,10,4,10,5,3,5,2,3,3,10,10,5,0,3,2,10,10,5,2,708.7,True
3,3,1,3,2,4,3,0,1,4,5,2,1,7,7,10,1,4,2,7,2,593.6,True
4,2,3,6,5,5,9,5,1,6,2,7,1,6,0,4,2,4,5,10,2,698.1,False
1,1,0,5,2,8,3,5,1,8,2,6,3,7,0,1,1,3,4,6,1,659.0,False
2,1,4,1,4,10,4,1,2,6,1,7,1,8,5,1,2,10,2,2,3,645.8,True
3,3,5,5,6,4,5,4,2,6,3,1,5,6,3,0,2,7,10,10,1,678.2,True
3,1,2,5,1,10,3,0,1,9,4,4,3,9,5,2,2,5,3,8,1,670.9,False
3,4,10,4,4,2,2,5,2,5,1,5,10,7,0,0,2,10,0,5,3,670.7,False
1,3,2,3,4,8,8,4,1,7,1,2,5,7,6,3,2,10,3,5,1,665.0,True
3,4,4,5,4,8,2,2,1,4,3,8,2,7,0,1,1,4,1,7,3,649.2,True
5,3,10,10,10,8,4,5,2,8,1,3,7,8,0,5,1,5,6,7,1,692.6,False
1,3,4,9,10,6,4,0,2,7,3,4,10,7,6,0,1,10,4,6,3,655.2,True
2,4,7,6,7,10,3,5,2,4,3,2,1,7,1,1,2,8,3,1,2,658.2,False
3,5,3,4,3,2,4,3,2,3,0,1,4,9,0,1,1,5,0,2,1,598.9,True
1,1,1,2,2,5,3,0,2,4,1,1,2,8,0,2,1,10,0,3,1,597.0,False
4,1,4,0,0,2,0,0,2,8,1,7,5,6,10,1,2,4,3,4,3,613.1,True
4,4,8,5,4,10,3,5,1,7,2,3,1,7,0,4,2,10,1,7,2,689.0,False
5,2,10,2,9,8,10,5,1,5,10,9,4,6,0,1,1,10,3,10,2,735.9,False
2,5,3,10,5,5,10,0,2,5,1,4,6,5,0,3,1,10,2,2,2,629.3,True
2,4,8,10,10,6,10,5,2,4,3,10,5,4,0,4,2,10,2,8,3,703.4,True
5,3,8,10,5,9,10,4,1,3,7,10,7,7,0,2,2,10,4,8,0,748.2,False
5,1,10,4,10,6,10,5,1,8,1,3,0,7,0,0,2,3,1,7,1,712.8,True
2,3,8,4,4,10,4,5,1,7,3,5,10,4,0,6,2,3,4,4,2,685.4,True
3,3,7,7,10,10,2,1,1,5,6,10,4,6,10,3,2,4,6,6,2,686.8,False
2,4,1,4,2,6,1,1,1,4,2,5,1,5,0,2,1,4,0,3,2,604.0,False
1,0,10,5,3,4,4,5,1,7,4,8,2,7,5,2,2,10,2,7,3,696.8,True
2,5,1,6,3,2,0,0,1,4,0,8,3,5,0,0,1,2,6,7,1,616.5,True
5,3,4,10,10,5,4,3,1,7,4,9,3,8,10,4,2,4,4,10,3,697.2,False
4,3,10,5,10,8,10,5,1,7,1,3,0,6,0,0,1,8,1,10,1,700.7,True
4,3,6,10,8,10,6,2,1,3,4,10,7,6,0,1,2,10,2,3,2,717.4,False
1,3,5,8,2,8,4,0,2,0,3,4,5,8,0,1,2,5,4,10,1,650.3,True
2,2,4,5,10,10,1,2,2,5,2,2,1,6,0,2,1,3,0,4,2,622.3,True
5,1,10,4,3,4,5,1,1,7,1,10,3,8,0,2,2,5,2,9,2,699.1,True
4,2,5,4,2,5,2,2,1,2,2,3,5,7,3,3,2,2,1,3,2,639.7,False
4,0,4,10,10,10,4,2,1,5,5,10,8,8,0,0,2,5,10,10,1,753.5,False
5,4,1,6,10,10,2,4,1,7,8,10,1,9,10,10,1,10,0,10,2,673.8,True
0,3,4,10,10,5,9,3,1,7,4,1,5,7,3,3,1,10,10,7,1,686.9,True
3,0,10,10,10,10,4,5,1,9,9,10,5,9,0,2,2,10,8,7,2,777.5,False
1,2,2,9,5,7,1,2,2,7,3,3,10,8,0,0,1,3,4,4,2,645.0,False
4,4,1,6,6,6,0,3,1,2,2,4,0,5,0,3,2,2,2,4,3,636.1,True
2,5,6,8,7,7,7,2,1,8,8,10,2,6,0,2,2,10,10,5,2,717.4,True
2,4,5,3,3,3,1,3,1,10,3,1,1,8,0,2,1,3,0,1,1,617.4,False
5,3,0,7,5,10,0,5,1,4,5,10,1,9,10,8,2,0,0,10,2,661.9,True
5,3,0,6,8,6,0,4,1,4,4,10,1,9,10,9,2,0,0,7,2,646.6,True
2,2,1,2,10,10,5,0,2,5,7,4,3,7,8,1,1,5,5,10,3,639.9,True
2,2,9,3,3,2,7,2,1,4,2,3,2,8,3,3,2,8,2,8,1,663.7,True
5,3,2,5,10,10,5,5,1,8,7,10,10,8,10,1,2,8,10,10,2,745.0,False
2,4,1,6,3,7,3,5,1,3,1,2,3,6,8,5,2,5,0,5,2,627.4,False
5,0,2,5,10,6,2,5,1,8,2,2,5,8,0,0,2,10,5,7,1,719.6,False
1,2,4,3,0,0,3,0,2,4,2,1,1,6,3,1,2,4,1,4,1,591.5,True
3,1,5,3,3,5,6,1,2,9,6,8,7,6,0,0,2,6,4,2,2,676.2,False
4,2,5,3,5,5,5,5,2,7,2,8,3,7,0,2,1,8,1,10,3,667.9,False
5,4,10,5,10,10,5,5,2,7,3,8,0,6,10,1,1,10,2,10,3,677.9,False
4,2,6,7,5,10,4,4,1,8,2,6,10,7,0,1,2,4,1,10,2,718.5,False
2,4,8,10,10,10,10,5,2,7,7,3,10,7,0,2,2,10,7,7,3,733.2,False
2,4,10,7,6,9,8,1,2,10,3,2,7,8,10,2,2,5,4,8,2,670.3,True
1,2,3,1,6,4,8,5,1,7,1,4,5,9,10,1,2,3,10,10,1,679.4,True
3,3,1,8,4,7,4,2,2,6,9,5,9,8,5,4,1,4,2,6,1,645.4,True
4,2,4,1,4,7,3,0,1,7,3,3,4,6,7,1,2,1,3,10,1,651.4,True
2,2,1,4,8,8,3,0,1,6,3,1,2,8,0,1,2,4,6,7,1,665.0,False
4,3,5,8,5,4,2,5,2,8,3,2,3,6,7,6,1,10,2,10,3,642.7,False
3,3,1,7,3,0,2,3,1,5,0,1,1,7,3,4,2,3,1,4,2,620.6,False
2,2,10,3,8,3,5,5,2,7,4,5,1,8,3,0,2,7,4,10,3,686.2,False
1,3,3,4,3,6,3,1,1,8,8,7,5,6,0,0,1,2,4,7,1,655.6,True
4,1,7,10,10,3,8,3,1,8,9,8,5,7,0,0,2,5,5,9,1,744.4,False
5,0,10,5,10,10,3,5,2,10,7,9,5,7,0,0,2,10,3,10,2,749.7,False
1,3,10,3,0,6,0,0,2,8,7,1,1,7,0,5,2,4,8,5,2,632.5,True
4,3,5,3,10,10,2,2,2,8,1,10,10,8,0,0,2,5,8,2,1,697.4,False
4,0,10,10,10,10,10,5,1,8,5,10,10,7,0,0,2,10,10,10,2,799.2,True
4,1,10,8,5,7,6,5,2,9,2,5,2,8,0,1,2,5,4,10,2,710.0,False
4,3,10,4,10,3,10,5,2,10,3,7,10,8,0,0,2,5,6,10,3,730.8,False
3,2,4,6,2,5,3,2,1,5,2,10,2,8,0,1,2,4,2,10,1,680.4,True
2,1,5,1,0,2,2,0,1,2,1,4,2,8,0,1,2,6,2,3,3,629.9,True
3,1,5,2,5,10,10,2,1,6,5,10,5,8,10,0,2,6,10,6,3,711.0,True
2,1,5,5,3,6,2,5,1,6,1,1,2,7,5,2,2,3,2,3,1,649.5,True
4,3,10,4,10,3,10,5,2,10,3,7,10,8,0,0,2,5,6,10,3,730.8,False
5,5,10,10,8,10,9,5,1,10,3,8,0,4,0,10,2,10,10,2,0,723.4,False
2,4,9,8,6,10,4,3,1,3,4,6,2,6,0,3,2,7,1,1,0,675.8,False
3,5,10,6,6,10,5,5,1,2,1,4,2,8,0,4,2,3,3,3,0,674.1,False
1,5,2,5,5,8,3,2,1,5,2,4,1,8,5,10,2,0,0,3,0,609.5,False
3,4,6,3,7,8,2,2,1,1,1,5,1,6,8,1,1,3,0,5,0,616.1,False
4,4,6,3,6,7,0,2,1,1,1,5,2,6,8,1,1,1,1,4,0,611.0,False
4,2,10,3,2,10,2,4,1,2,2,10,2,7,10,7,2,10,1,5,1,668.3,True
4,1,6,10,3,10,3,3,1,5,3,10,10,8,0,1,2,10,3,5,1,729.7,False
5,1,6,10,3,10,4,3,1,4,3,10,10,8,0,1,2,10,1,5,1,729.7,False
5,2,10,10,7,10,1,3,1,6,2,7,2,8,0,5,2,10,3,8,1,718.9,False
4,2,10,3,3,6,4,3,1,8,1,5,1,8,0,1,2,4,3,10,1,691.3,True
1,2,4,6,5,1,1,5,1,6,3,4,1,7,2,3,2,2,1,5,1,646.7,False
1,5,5,9,3,5,3,5,1,2,0,2,2,9,0,1,1,6,2,10,1,646.7,False
5,2,5,10,6,6,6,3,1,4,1,10,5,8,3,2,1,6,1,9,1,690.6,True
3,4,10,4,9,10,8,3,1,8,6,5,3,7,4,3,2,10,4,7,2,713.2,False
0,1,0,5,1,10,0,0,1,4,1,3,0,9,0,1,2,1,1,7,0,629.9,True
2,2,6,6,6,6,6,1,2,7,3,4,4,8,0,0,1,4,3,7,1,652.0,False
0,2,2,5,4,4,1,2,1,7,3,3,10,8,0,5,2,5,1,5,2,653.5,True
0,1,10,6,3,5,5,2,2,8,2,5,5,8,0,6,2,2,3,10,1,662.4,True
4,4,5,7,10,6,7,5,2,7,1,5,8,6,0,3,2,8,2,8,3,694.3,True
1,1,1,5,0,3,5,2,2,4,1,4,10,9,0,1,2,4,1,3,3,636.9,True
1,3,5,7,6,3,0,0,1,1,1,1,6,9,0,0,2,2,1,4,1,634.6,False
4,3,5,6,4,3,2,2,2,7,6,7,5,7,5,4,1,5,6,10,1,649.0,False
2,4,2,5,3,5,2,0,1,7,0,3,0,7,0,2,1,4,0,5,2,609.1,True
0,2,3,5,2,5,2,1,1,8,0,6,5,7,0,3,2,2,2,10,1,652.2,False
2,4,3,10,10,10,1,5,1,5,0,7,8,8,10,4,2,3,4,5,1,676.4,False
5,2,10,10,3,10,0,2,1,2,2,6,10,6,0,2,2,10,1,7,3,708.1,False
4,4,3,1,4,5,1,3,1,7,0,7,2,6,2,7,2,2,0,5,0,631.8,False
5,3,10,10,10,10,6,5,1,8,8,8,2,6,2,6,2,10,10,7,0,752.7,False
3,3,10,7,10,10,10,5,1,3,4,5,4,8,7,2,2,6,3,3,0,706.6,False
5,2,7,5,4,8,3,1,1,9,4,4,10,6,2,2,1,4,2,4,0,672.0,False
2,3,10,10,8,10,10,2,1,9,3,5,4,9,3,1,2,5,5,3,0,715.3,False
3,5,10,10,10,10,10,3,1,8,2,10,2,6,0,10,1,10,2,5,0,695.3,False
4,4,4,6,3,10,6,4,1,5,4,8,8,6,6,10,2,10,5,5,0,686.4,False
5,3,2,10,10,6,10,5,1,8,5,6,5,8,0,3,2,5,2,10,3,730.6,False
4,4,0,3,1,9,1,5,2,7,1,5,0,6,7,4,2,3,0,5,2,614.4,False
2,2,2,3,2,10,2,2,1,1,3,9,4,4,7,6,1,3,0,1,2,606.3,False
2,5,2,5,7,3,5,2,1,3,1,6,2,4,7,6,2,1,1,2,1,609.1,False
1,5,1,10,3,10,3,2,2,2,10,10,5,7,0,5,1,3,0,6,1,634.3,False
5,2,8,6,9,10,2,5,1,4,2,3,0,7,3,0,2,10,0,10,2,706.0,True
2,5,2,5,7,3,5,2,1,3,1,6,2,4,7,6,2,1,1,2,1,609.1,False
1,2,0,6,7,3,2,0,2,9,1,1,1,7,0,1,1,6,6,10,1,624.0,False
5,2,10,5,8,10,4,1,1,8,2,5,2,8,0,0,2,5,2,5,1,703.2,True
1,4,1,5,2,0,2,5,2,5,1,1,2,8,6,1,2,3,1,10,2,610.6,False
0,3,4,0,5,4,2,5,1,0,1,3,0,7,0,8,2,4,0,10,0,624.4,True
4,4,6,8,10,10,10,5,1,9,2,7,2,7,0,1,2,10,5,5,2,734.0,False
4,4,10,10,10,10,5,5,2,8,5,3,4,7,10,3,2,10,2,8,2,697.5,True
3,4,7,2,2,4,2,0,1,8,0,5,0,8,1,3,1,6,6,4,2,628.4,True
3,2,10,7,9,10,5,1,1,8,4,6,10,7,1,3,2,10,8,7,1,735.5,True
5,1,0,1,0,6,5,0,1,9,4,6,5,5,0,1,2,5,4,10,1,677.3,True
0,4,0,5,7,3,1,5,1,3,1,10,0,1,0,10,1,2,0,2,2,592.3,True
4,3,10,4,10,3,10,5,2,10,3,7,10,8,0,0,2,5,6,10,3,730.8,False
3,3,3,2,0,2,0,1,1,3,1,2,0,7,5,3,2,6,1,6,3,608.9,False
5,4,2,6,6,4,2,2,1,8,2,6,0,7,3,2,2,6,2,10,1,669.2,True
1,2,1,7,10,7,2,4,2,3,0,10,0,6,8,0,2,8,0,8,2,649.4,True
1,3,1,6,3,1,0,1,1,6,2,1,5,5,5,6,2,5,0,3,2,604.9,False
1,1,3,4,10,7,7,3,2,9,3,1,3,8,0,3,2,4,7,5,2,671.8,False
2,5,0,4,4,2,4,0,1,5,1,7,0,7,0,5,2,1,2,5,3,616.7,False
2,4,2,4,3,10,2,0,2,3,1,1,4,7,0,2,2,5,1,3,2,613.8,True
4,1,5,3,10,10,7,3,1,8,2,8,10,8,0,1,2,10,9,6,2,746.3,True
3,0,10,2,0,0,0,0,1,2,0,3,1,7,0,0,2,3,5,10,2,646.5,False
5,5,10,10,10,10,2,5,2,6,1,10,7,8,10,10,2,6,1,7,2,680.4,False
2,3,3,7,8,3,8,1,2,7,5,2,8,8,10,3,2,8,3,7,1,655.0,True
3,4,4,5,10,10,10,3,1,6,3,10,2,6,0,5,2,10,3,5,2,705.5,True
4,5,7,3,5,7,7,3,1,10,1,8,5,9,0,8,2,5,1,7,2,685.3,False
5,4,5,8,5,10,6,3,1,7,8,4,5,8,4,3,2,3,2,5,0,694.5,False
5,3,0,6,4,9,6,1,1,9,2,10,10,6,0,1,2,10,2,9,1,714.0,True
3,1,7,8,10,7,7,5,2,8,9,5,10,6,10,1,2,10,3,8,2,718.1,False
4,1,4,4,3,5,2,2,1,8,0,10,2,8,0,1,2,10,0,5,3,683.8,False
0,1,2,10,7,10,0,5,1,5,4,7,1,9,10,1,2,2,5,10,0,681.7,True
5,3,3,10,7,10,2,1,2,5,3,4,1,7,0,0,2,3,1,0,2,651.8,False
4,3,4,5,8,5,10,5,2,4,2,10,3,6,0,0,1,8,3,10,3,683.4,False
3,3,3,3,7,7,2,4,1,2,2,8,0,7,5,3,1,3,0,3,2,627.1,False
3,2,8,5,10,3,5,5,1,10,3,7,10,8,6,0,1,4,4,10,3,705.3,False
1,3,0,3,1,1,0,1,2,2,0,1,0,9,1,3,2,0,0,1,1,566.6,True
5,0,5,5,4,10,0,4,1,3,3,6,0,8,0,10,2,4,0,2,3,662.6,False
3,1,10,6,10,10,7,5,2,8,2,9,1,7,10,1,2,1,3,10,3,695.3,True
2,0,10,4,5,10,3,1,2,2,4,3,0,10,0,5,2,10,2,6,2,665.8,False
1,5,1,1,3,10,5,1,1,8,6,8,2,5,10,2,2,5,8,0,3,638.6,True
2,2,4,3,4,6,4,2,2,0,3,8,2,5,0,2,1,5,2,0,2,611.4,False
3,2,4,3,10,10,1,5,1,5,2,10,2,8,0,1,1,2,2,3,1,671.9,False
4,2,4,3,5,10,3,5,1,8,2,7,10,7,0,2,2,2,0,6,1,698.3,False
4,1,10,10,10,8,7,5,1,7,6,8,10,8,0,0,2,3,6,7,3,761.6,False
1,4,10,4,6,10,1,5,2,7,0,8,2,6,5,7,2,3,1,7,3,643.9,True
1,4,3,3,1,1,2,3,1,3,1,1,2,10,8,0,2,7,1,4,0,616.1,True
4,4,10,4,10,10,5,5,2,8,10,1,1,6,3,2,2,8,9,7,1,705.4,False
5,2,5,7,10,6,3,0,1,8,2,7,2,9,0,0,2,1,2,10,1,697.0,True
5,3,7,10,10,10,4,5,1,9,1,5,3,7,4,7,2,9,6,7,2,718.3,False
3,5,8,8,10,2,5,1,1,3,3,7,1,8,3,1,1,3,1,7,1,649.2,False
2,4,3,10,8,4,3,4,1,7,1,7,1,8,10,7,2,5,1,6,1,650.9,False
2,1,1,2,2,6,0,0,1,0,1,2,0,8,0,2,2,1,1,6,1,614.2,True
3,4,3,8,6,10,3,1,2,4,0,4,1,7,6,6,1,8,1,6,2,612.7,False
1,1,4,4,3,4,1,0,1,3,1,5,0,7,5,1,2,2,2,4,0,621.4,True
3,4,2,10,5,10,8,3,2,4,3,3,5,8,8,3,2,10,6,3,3,665.4,True
2,4,10,3,10,4,5,5,2,1,4,3,6,8,7,0,2,9,2,2,2,658.6,False
2,1,1,2,2,6,0,0,1,0,1,2,0,8,0,2,2,1,1,6,1,614.2,True
5,2,3,3,10,6,3,5,1,10,1,2,0,7,4,0,2,3,4,10,2,688.8,False
2,2,10,3,1,2,3,2,1,3,3,6,1,7,0,1,2,3,2,5,1,652.2,True
4,1,3,3,9,4,2,5,1,6,4,5,10,7,0,1,2,7,5,4,3,706.4,False
3,1,7,10,10,10,6,3,1,10,5,9,5,10,5,3,2,6,8,10,3,748.6,False
4,4,3,8,8,10,2,2,1,10,6,2,0,6,0,1,1,1,1,3,3,652.9,True
1,3,3,3,10,10,3,3,2,9,4,7,5,8,10,2,2,7,6,3,2,662.8,True
3,4,3,2,2,2,5,2,1,4,0,1,0,8,10,5,2,2,0,6,1,600.4,False
3,3,10,3,7,4,5,0,2,0,3,9,7,10,0,0,1,5,0,9,1,653.4,True
2,3,4,3,4,10,2,2,1,2,1,10,5,10,5,3,1,3,2,4,0,640.0,False
3,4,10,10,4,5,9,5,1,8,4,8,2,4,7,10,2,10,3,9,1,694.5,False
3,2,6,10,10,10,5,5,1,10,2,5,10,6,0,0,2,10,8,7,3,752.1,False
5,1,6,6,8,2,3,5,1,7,4,2,5,8,0,3,1,8,0,6,3,682.2,False
2,4,7,5,2,10,1,1,2,4,1,4,10,7,0,2,2,4,1,6,1,645.0,True
5,3,5,6,10,5,2,1,1,9,5,4,0,7,0,6,2,8,4,5,2,682.4,False
2,5,2,8,5,4,2,1,1,2,2,3,2,6,10,5,1,7,1,5,2,597.0,True
4,3,4,5,8,5,10,5,2,4,2,10,3,6,0,0,1,8,3,10,3,683.4,False
2,3,10,4,10,10,10,2,2,9,4,4,2,6,10,0,2,10,8,10,3,697.5,True
5,2,6,2,8,7,5,3,2,7,1,8,0,8,3,2,2,9,0,8,1,676.6,True
2,4,10,7,6,10,2,5,1,4,0,3,10,7,0,3,2,1,1,10,0,689.0,True
3,4,10,5,7,10,5,1,2,3,5,3,1,8,0,8,2,10,1,5,1,656.9,False
4,2,7,6,10,4,1,1,1,10,5,2,2,7,0,6,2,6,7,5,2,685.4,False
1,1,4,4,6,9,1,2,2,7,1,2,0,7,8,5,1,5,2,2,3,598.7,False
5,1,5,6,8,7,8,5,1,8,2,6,7,7,0,2,2,10,3,10,3,738.9,False
2,3,10,5,10,10,2,5,1,8,3,10,5,7,0,0,2,6,4,8,3,727.8,False
4,1,5,10,4,3,2,5,1,6,2,5,0,7,0,5,2,10,2,10,1,694.5,False
1,1,10,5,5,4,10,4,1,5,5,8,10,7,0,0,1,6,10,10,2,722.3,True
2,1,6,7,5,6,2,5,1,8,2,2,2,8,1,1,2,2,2,10,0,685.6,False
5,5,5,9,3,10,0,0,1,10,1,10,2,7,0,1,1,0,0,10,0,659.8,False
